id,label,handle,screen_name_length,digits_in_screen_name,user_name_length,time_offset,default_profile,default_picture,account_age,friends,followers,favorites,tweets,retweets,mentions,replies,retweeted
16313297,1.0,weenecie,8,0,8,-18000,1,1,3156,114,28,59,152,1,13,2,0
628493945,1.0,WhatGoDyne,10,0,13,-18000,1,1,1767,15252,15154,268,22685,0,30,0,0
1622413069,1.0,mikabross,9,0,4,-1,0,1,1382,3,0,0,15886,0,0,0,0
523247729,1.0,francoliu21,11,2,5,-1,0,1,1882,161,27,122,3836,0,27,20,0
2312109649,1.0,Physedlifting,13,0,14,-1,1,1,1198,94,56,159,1575,0,5,1,0
1977872942,1.0,JaRlchings,10,0,13,-1,0,1,1295,84,346,1979,2120,20,37,0,0
3294732860,1.0,arc_pk02,8,2,10,-25200,0,0,652,0,0,0,463,0,0,0,0
2838900554,1.0,antolancy1,10,1,14,19800,1,1,948,1571,246,4300,8828,19,29,0,0
403078748,1.0,ArrowECSNAMktng,15,0,18,-1,1,1,2014,239,414,27,1698,0,2,1,0
1390556054,1.0,FireflyLynd,11,0,14,-25200,1,1,1469,152,82,8202,4774,19,20,0,0
21125645,1.0,Jazzevangelist,14,0,12,-14400,1,1,3002,14998,22336,145,35281,0,22,0,0
1154538534,1.0,bencltweets,11,0,15,28800,1,1,1552,1545,288,28338,22755,6,30,14,0
35289761,1.0,WaPoFood,8,0,9,-14400,1,1,2935,5345,41161,116,10557,1,5,1,0
1467026630,1.0,dheby_syaputry,14,0,14,-1,0,1,1440,289,1214,9,18137,3,7,0,0
2784221536,1.0,SamLoves2Write,14,1,16,-14400,1,1,956,163,289,140,627,1,5,1,0
321519271,1.0,dailycatholic,13,0,14,-25200,0,1,2148,165,1940,43737,47126,0,2,0,0
2802302704,1.0,CoolFM_1079,11,4,16,-21600,0,1,948,129,78,4,1979,0,0,0,0
4376518697,1.0,muvynehyduku,12,0,16,-1,0,1,520,55,7,0,984,5,5,0,0
3581994913,1.0,EmaanSaqib1,11,1,11,-1,0,1,600,352,754,3942,1307,0,0,0,0
312931148,1.0,ljkendall23,11,2,13,-1,0,1,2161,245,392,2393,4223,20,20,0,0
961897154,1.0,custvantage,11,0,11,-1,0,1,1629,171,153,0,2176,0,0,0,0
2687223536,1.0,JamGotRowCon560,15,3,11,-1,1,1,1015,242,22,1095,1096,4,4,0,0
154155992,1.0,KIDCRAZEE,9,0,11,-18000,1,1,2524,1934,988,249,9061,1,3,1,0
258478116,1.0,ChangeYResults,14,0,20,-21600,0,1,2262,185,232,91,2114,1,2,0,0
2961735746,1.0,harmonywhispers,15,0,16,-1,0,1,852,526,293,55,1793,7,17,0,0
119064154,1.0,iVegetarianNews,15,0,17,-25200,1,1,2624,895,3468,0,11656,0,0,0,0
611657123,1.0,suhojagiya,10,0,5,28800,1,1,1785,1784,6553,5391,40771,7,11,4,0
82323247,1.0,Guidewire_PandC,15,0,18,-25200,1,1,2763,768,2459,403,3770,4,21,0,0
2244794124,1.0,stuff4uand4u,12,2,12,-1,0,1,1241,4089,3972,767,6137,0,6,0,0
3393094667,1.0,ProtectedComput,15,0,17,-1,0,1,649,7,62,0,9126,0,0,0,0
35623824,1.0,finnunderground,15,0,19,-14400,1,1,2933,155,1210,2,28304,0,0,0,0
4128024430,1.0,Thimbletime2,12,1,14,-1,0,1,549,105,6,0,533,0,9,1,0
857490530,1.0,Koldbluhded,11,0,11,-25200,1,1,1679,16,7,2,685,0,0,0,0
474263130,1.0,MrInsaf,7,0,11,-1,0,1,1930,2000,1956,47,49673,11,19,4,0
3231663692,1.0,celenago_SDVX,13,0,8,-1,0,1,708,73,58,77,1218,1,1,0,0
128466477,1.0,hbayousef,9,0,10,-1,1,1,2594,1801,679,296,25115,3,4,0,0
854201534,1.0,HanaAdachi_AMG,14,0,6,-1,1,1,1681,14,19,0,56004,0,0,0,0
1254765698,1.0,libertyofcity,13,0,5,-1,1,1,1521,913,248,1404,2290,10,20,9,0
476919617,1.0,doaa07,6,2,9,-36000,0,1,1927,567,272,3758,17605,19,31,0,0
1682313314,1.0,Garage51MY,10,2,9,-1,0,1,1358,114,103,2,1161,0,10,0,0
2960981093,1.0,fanwhaaaat,10,0,7,-1,0,1,854,5206,5125,2085,1954,20,20,0,0
3287695303,1.0,Joe67343610,11,8,3,-1,0,0,656,2,3,0,967,0,0,0,0
202539396,1.0,Tamara_Biggs,12,0,12,-1,1,1,2398,293,137,6682,15963,1,7,2,0
2900371521,1.0,uGreenNews,10,0,16,-1,0,1,889,5876,6140,3,8833,2,2,0,0
121857594,1.0,racheltullier,13,0,14,-18000,0,1,2616,799,443,2,3066,0,1,1,0
203939641,1.0,tictail,7,0,7,10800,1,1,2395,1763,12402,1361,6335,13,37,3,0
124640990,1.0,Towns_Delight,13,0,14,28800,1,1,2606,1917,592,39,1925,0,4,0,0
51948170,1.0,NJEstates1,10,1,18,-14400,1,1,2870,10802,9837,528,52984,0,2,0,0
2953167296,1.0,Pantoja_Mariano,15,0,17,-1,0,1,859,137,56,853,1813,13,26,5,0
2803341352,1.0,EL_Swellyo,10,0,10,-1,0,1,947,168,157,147,1525,0,0,0,0
166882121,1.0,ColourfulCtions,15,0,20,28800,1,1,2489,0,8754,43,2311,0,1,0,0
2965914446,1.0,77208e009ffe455,15,11,11,-1,0,1,851,681,57,6,1357,19,20,1,0
2986196889,1.0,FCompanions,11,0,18,3600,1,1,840,558,382,0,4146,0,0,0,0
2245462992,1.0,MARIENEL5TAYLOR,15,1,17,-1,1,1,1241,31,129,4894,4642,14,19,0,0
2853501332,1.0,justbaileydes,13,0,19,-1,1,1,939,646,513,577,5251,0,0,0,0
2201333669,1.0,og_gfb21,8,2,11,-14400,0,1,1255,231,264,2801,6090,20,21,0,0
3979873394,1.0,Cristinatoi1,12,1,11,-1,0,1,564,24,3,55,22626,12,23,0,0
1970328174,1.0,Steph4nnyr_R,12,1,11,-1,0,1,1297,763,273,1608,1852,20,30,0,0
12595312,1.0,JulieARankin,12,0,12,-14400,1,1,3393,188,148,0,835,0,0,0,0
47499461,1.0,WhileWeRWaiting,15,0,19,-18000,1,1,2883,318,174,1,2425,1,2,0,0
3398729818,1.0,Blauschnitte192,15,3,12,-1,0,1,646,3,5,0,392,0,0,0,0
3223536685,1.0,king3261,8,4,11,-1,0,1,717,48,112,9,4131,0,19,0,0
889795548,1.0,unique_image_,13,0,13,-1,1,1,1662,221,120,18,2643,0,0,0,0
29086373,1.0,Hank_Thompson,13,0,13,-18000,1,1,2954,538,1942,4794,30205,1,7,6,0
2231476190,1.0,Avantika_96,11,2,11,-25200,1,1,1250,1044,1419,2587,1495,0,0,0,0
123214345,1.0,bestseotoolco,13,0,11,25200,1,1,2611,95,196,1,9311,0,0,2,0
231718751,1.0,SpearPointMrktg,15,0,20,-14400,1,1,2322,4458,4379,6,3297,3,2,0,0
17861479,1.0,rainsilverhawk,14,0,14,-25200,0,1,3077,1920,1040,2,1005,0,0,0,0
390146736,1.0,SB_MiltonON,11,0,18,-14400,1,1,2034,29,176,0,3725,0,0,0,0
10086382,1.0,IUPUI,5,0,5,-14400,1,1,3468,3198,25908,2346,20934,6,36,3,0
3165751084,1.0,duluhacyxyc,11,0,18,-1,1,1,755,6,0,0,37502,0,0,0,0
1630352731,1.0,RandFloyd,9,0,13,-1,0,1,1379,64,15,0,3877,0,0,0,0
3064076521,1.0,Zachary14195677,15,8,17,-1,1,1,794,166,23,63,338,19,23,0,0
193372339,1.0,speakers4u,10,1,12,-14400,0,1,2421,1909,1485,0,9152,0,0,0,0
3252761153,1.0,puzuhyzazid,11,0,16,-1,0,1,725,0,1,2563,2563,7,7,0,0
116010130,1.0,Exportcar,9,0,7,-1,0,1,2634,859,278,18,7066,0,0,0,0
2797875551,1.0,moosenomics,11,0,11,-1,0,1,950,1051,436,135,1037,0,0,0,0
569043660,1.0,Equagold,8,0,9,43200,1,1,1832,1013,5542,1305,3645,0,4,0,0
3009372480,1.0,sakshisanjay191,15,3,13,-1,0,1,825,59,15,16,1974,0,0,0,0
3083900914,1.0,DailyMills,10,0,19,-1,0,1,790,186,24,35,51444,0,0,0,0
1972782972,1.0,4buFawaz_,9,1,18,-1,1,1,1297,671,319,1502,1864,20,30,0,0
82425278,1.0,Azulandcompany,14,0,14,-14400,1,1,2763,219,159,6,2220,0,0,0,0
394843636,1.0,lokerPKU,8,0,18,25200,0,1,2027,1,7709,0,10533,2,10,0,0
2971761881,1.0,BaloyiNnamani,13,0,6,-1,0,1,849,232,238,486,6494,20,41,0,0
2903675308,1.0,MarkCar35239431,15,8,11,-1,0,1,887,16,9,1,2190,20,28,0,0
14046314,1.0,Robert080,9,3,13,-14400,1,1,3358,816,594,292,2652,2,3,0,0
1864506978,1.0,HisAndHerStore0,15,1,14,-1,0,1,1332,17,666,23,1081,0,39,0,0
616303909,1.0,bozotboy,8,0,8,-1,0,1,1780,354,299,0,54266,0,0,0,0
564538442,1.0,khubdwp,7,0,17,3600,1,1,1837,3072,15871,5527,24169,0,15,0,0
449255296,1.0,ultimatetitanic,15,0,19,-1,0,1,1957,519,863,0,9236,0,0,0,0
3506030840,1.0,BarryHosly1,11,1,11,-1,0,1,607,65,29,1,3825,0,0,0,0
2394624993,1.0,sasuketheeevee,14,0,13,-1,0,1,1157,10,1,0,486,0,0,0,0
4302224242,1.0,plutomium,9,0,11,-1,0,1,527,815,235,335,2493,20,22,0,0
55662988,1.0,Brittenford,11,0,20,-14400,1,1,2859,1118,1056,92,4432,0,3,0,0
830163432,1.0,Tarrlok1,8,1,7,-1,1,1,1693,455,1087,1076,56650,0,19,19,0
35950289,1.0,FPRATampaBay,12,0,14,-18000,1,1,2932,1229,1180,1302,4599,6,23,2,0
2394940873,1.0,theOHIOmovemetn,15,0,17,-1,1,1,1148,637,97,356,461,20,25,0,0
349819728,1.0,Aseefar_F,9,0,7,3600,1,1,2102,875,815,212,22015,0,0,0,0
3199919103,1.0,raynket,7,0,14,-1,0,1,745,220,122,3620,4613,16,19,0,0
264121073,1.0,BJOGTweets,10,0,4,-1,0,1,2250,81,7804,3,2791,2,4,0,0
3976414213,1.0,Onepiec17645066,15,8,9,-1,0,0,564,20,22,0,1115,1,26,0,0
3282398730,1.0,FurryInternet,13,0,17,-1,0,0,661,0,0,0,648,0,0,0,0
1413000943,1.0,ICABismarck,11,0,18,-36000,0,1,1461,305,297,12,1901,0,0,0,0
2880393984,1.0,manojvellingir1,15,1,5,-1,0,1,923,118,112,19833,4153,19,26,1,0
455567062,1.0,Dawnmignon,10,0,10,-1,0,1,1950,169,298,995,2616,7,54,11,0
3422980817,1.0,mysterio31619,13,5,9,-1,0,0,632,0,0,0,2152,0,0,0,0
3301224100,1.0,nonvos,6,0,6,-25200,0,1,711,51,195,0,13829,0,0,0,0
2363099551,1.0,DTCDentalCare,13,0,15,-1,0,1,1167,11,23,0,1978,0,0,0,0
16724972,1.0,SpecsHoward,11,0,19,-14400,1,1,3129,2598,2756,1487,5168,2,5,1,0
881182314,1.0,bal_gill83,10,2,8,-1,0,1,1666,55,72,849,805,10,21,10,0
82570028,1.0,inaesd,6,0,18,-25200,1,1,2762,535,1028,35,70867,0,27,0,0
3244584983,1.0,fagujywidyj,11,0,13,-1,0,1,729,1063,80,7293,7379,10,10,0,0
463193055,1.0,tickleta,8,0,14,-1,0,1,1942,1266,625,4242,4867,2,14,8,0
386582662,1.0,gggafae,7,0,5,-25200,1,1,2040,261,574,4730,125537,0,0,0,0
3299614305,1.0,iDgitalHeroGame,15,0,12,-1,0,1,713,372,41,649,731,19,28,0,0
250231768,1.0,WCMurfreesboro,14,0,19,-18000,1,1,2279,34,31,0,8166,0,19,1,0
422028183,1.0,edibreakingnews,15,0,14,-1,1,1,1990,222,2304,0,28601,1,16,0,0
472588972,1.0,kindeyeweb,10,0,8,-14400,1,1,1931,1925,2595,1657,7217,17,30,0,0
4601655193,1.0,hostedvoipserve,15,0,16,-1,0,1,506,82,1,0,422,0,0,0,0
219874207,1.0,tmj_ksk_sales,13,0,17,-18000,1,1,2355,292,413,0,123,0,0,0,0
4383007034,1.0,Ancooed22,9,2,14,-1,0,1,527,62,67,1,1482,0,20,20,0
2391701899,1.0,DiJaKno,7,0,8,-14400,1,1,1149,82,69,1,15198,0,0,0,0
348847009,1.0,trgibby,7,0,12,-1,0,1,2103,10,11,0,11061,0,0,0,0
1477753758,1.0,JenElmhorst,11,0,17,-18000,1,1,1436,26,30,8,1110,0,0,0,0
2559048510,1.0,McmillenMelton,14,0,14,-1,0,0,1063,5,2,0,2404,0,0,0,0
2893011943,1.0,popiacruncheese,15,0,16,-1,0,1,913,219,45,20,1879,0,0,0,0
527681453,1.0,anhnq1985,9,4,15,-1,0,0,1878,833,168,0,1129,0,0,0,0
35134309,1.0,ClemsonSports,13,0,19,-14400,1,1,2935,1004,14459,7587,88150,2,4,0,0
3343397847,1.0,MutinyBB,8,0,5,-1,0,0,684,142,23,0,1865,0,31,0,0
505833082,1.0,FBP_newsroom,12,0,12,3600,1,1,1897,1761,1297,1884,3115,0,39,19,0
3291174194,1.0,Peterha38502072,15,8,10,-1,0,0,653,0,0,0,1380,0,0,0,0
3315537879,1.0,ffsthirlwall,12,0,5,-1,0,1,699,1624,4,16,549,20,22,0,0
1908756390,1.0,thewolf1019,11,4,14,-18000,1,1,1320,207,246,95,1666,1,10,1,0
3166053603,1.0,RedneckUpdate,13,0,14,-1,1,1,755,4,67,0,119327,0,0,0,0
351814159,1.0,Charlae4ive,11,1,11,3600,1,1,2099,6141,5905,370,102405,15,25,2,0
593481765,1.0,AmyLeeshare,11,0,13,28800,1,1,1805,9167,7969,0,7144,0,0,0,0
1383114716,1.0,jcramerjr_jr,12,0,14,-1,1,1,1472,8,5,0,5471,0,0,0,0
3281254940,1.0,SomaMetal,9,0,14,-1,1,1,662,25,15,0,87715,0,0,0,0
969397086,1.0,BarcelonaWatch,14,0,15,28800,1,1,1625,1652,2689,0,25969,0,0,0,0
956123437,1.0,ShimaBakhsh,11,0,11,-1,1,1,1632,1938,952,661,22462,7,12,4,0
637056372,1.0,suresport,9,0,10,3600,1,1,1757,145,5452,36,139368,0,0,0,0
788612149,1.0,Seanyx3Devorah,14,1,16,-1,0,1,1713,127,48,626,3794,12,21,0,0
472532911,1.0,Arab_NUEST,10,0,9,10800,1,1,1931,39,8627,745,59899,12,12,2,0
165448700,1.0,in_Norfolk,10,0,9,-1,1,1,2493,5674,9541,1025,6626,1,4,0,0
171134107,1.0,AttalusMusic,12,0,7,-14400,1,1,2478,54,1125,944,3163,2,10,8,0
34953652,1.0,AliveRecords,12,0,18,-25200,1,1,2936,846,2125,3091,6463,15,53,0,0
3287352410,1.0,steamycocos,11,0,6,-1,0,0,656,1,0,0,556,0,0,0,0
868796322,1.0,DougMonroe88,12,2,18,-1,0,1,1672,10,16,0,6615,0,2,2,0
580001344,1.0,StrongarmFilms,14,0,14,-1,1,1,1820,64,266,0,4441,0,29,6,0
116993598,1.0,oyequicke,9,0,15,-18000,1,1,2630,477,497,10561,15064,2,5,3,0
360596538,1.0,LeemZilla,9,0,10,-18000,1,1,2085,1961,1258,492,1298,3,26,6,0
1182747510,1.0,Dumb1113,8,4,1,-10800,0,0,1543,134,36,1039,5112,20,26,0,0
2957206289,1.0,_jackbeer,9,0,9,-1,0,1,857,229,167,9,675,1,2,0,0
90905432,1.0,DavyDragon,10,0,11,7200,0,1,2728,1706,21,1808,555,17,30,0,0
190754647,1.0,OTCC,4,0,20,-18000,1,1,2428,5416,6099,434,13536,0,6,2,0
2985092002,1.0,faacctt,7,0,4,-25200,0,1,840,39286,55085,0,3304,0,0,0,0
3313759618,1.0,UKBSA,5,0,13,-25200,1,1,700,924,946,115,632,2,14,1,0
2965318498,1.0,StrongPodcast,13,0,20,-21600,1,1,852,241,178,52,634,0,1,0,0
1343037642,1.0,Marc_NCA,8,0,13,-1,0,1,1488,30,14,48,711,20,45,0,0
1131784363,1.0,9jaVibe,7,1,20,7200,0,1,1560,41,38209,0,25209,0,20,0,0
1174900730,1.0,CA_NW_Tech,10,0,20,-18000,0,1,1545,944,196,0,4875,0,0,0,0
104895413,1.0,4prost8health,13,2,20,-21600,0,1,2671,1865,1512,218,2120,0,0,0,0
4000918709,1.0,Falantino1,10,1,9,-1,0,1,566,1200,326,0,3453,0,0,0,0
955350116,1.0,montaseralhafuz,15,0,10,-1,0,0,1632,0,0,0,3983,0,0,0,0
1341355722,1.0,PageTihikComPh,14,0,12,28800,1,1,1489,924,446,969,2091,0,0,0,0
460332176,1.0,ultramold,9,0,9,-14400,1,1,1945,210,288,0,285,0,0,0,0
863278244,1.0,TheSterlingGrp,14,0,14,-14400,1,1,1676,108,181,19,725,1,3,2,0
458167829,1.0,NanoraOlk,9,0,7,-1,0,0,1947,8,2,0,9673,0,0,0,0
2512155349,1.0,riverlevel_1147,15,4,7,-1,0,1,1083,3,2,0,2119,0,0,0,0
567588156,1.0,TMCupdate,9,0,12,-10800,0,1,1834,86,91,0,3290,0,11,0,0
3287226222,1.0,mrkoontar,9,0,2,-1,0,0,656,15,3,1,2292,0,0,0,0
3242533095,1.0,cytofirabofa,12,0,15,-1,0,1,730,1062,91,3030,3031,9,10,0,0
3410625701,1.0,FloHaufner,10,0,11,-1,0,0,638,0,0,0,764,0,0,0,0
23973435,1.0,SoSstyles,9,0,18,-18000,1,1,2979,1941,1704,152,23141,1,5,1,0
3239963413,1.0,river494,8,3,16,-25200,0,0,700,951,65,0,1023,0,0,0,0
349113353,1.0,NatlChurchRes,13,0,19,-14400,1,1,2103,3483,4750,137,9483,1,11,0,0
2935260660,1.0,SanAntonioIAS,13,0,11,-1,0,1,872,0,9,0,1914,0,0,0,0
4314820157,1.0,chandrabhuwan81,15,2,6,-1,0,0,526,2815,821,4056,2851,0,0,0,0
3034488080,1.0,sramt90,7,2,3,-1,0,1,807,1858,226,232,5378,3,15,0,0
3164188794,1.0,PawanBaralpawan,15,0,11,-1,0,1,750,547,240,49,530,0,0,0,0
61766010,1.0,SunArsenal,10,0,17,3600,1,1,2838,8,60517,0,5594,0,1,0,0
1291136252,1.0,rsuganya21,10,2,9,-1,0,1,1507,330,20,11,2206,0,3,0,0
2874039644,1.0,ExpertHWHelp,12,0,17,-1,0,1,928,135,49,127,4412,0,27,20,0
3288831901,1.0,bomkjjsjbbyg,12,0,1,-25200,0,1,655,14,0,0,1,0,0,0,0
173751500,1.0,PBothnerMusic,13,0,18,-1,1,1,2471,95,756,5,2909,1,2,0,0
516632569,1.0,temp_jones,10,0,13,-1,0,1,1889,35,59,5,893,0,13,4,0
261084272,1.0,ammar994,8,3,7,-1,0,1,2256,84,32,34,5022,6,26,13,0
3154590891,1.0,contechicn,10,0,16,-1,1,1,758,177,69,756,853,20,35,0,0
3471601759,1.0,Iookixsm,8,0,1,-1,1,1,610,184,788,33,14334,0,10,11,0
764179099,1.0,BryanSocrates,13,0,20,-14400,0,0,1725,4,5,1,3922,0,22,1,0
1976041280,1.0,ioz_ocean,9,0,17,-1,1,1,1296,971,230,2032,2262,20,34,0,0
3387153855,1.0,OnePiecePirate4,15,1,11,-1,0,0,656,8,5,0,3767,0,0,0,0
4242657261,1.0,Ziak36783489,12,8,5,-1,0,0,534,69,6,124,217,20,27,0,0
13630852,1.0,gwidianto,9,0,9,25200,1,1,3367,1601,1464,305,106909,18,23,0,0
481673572,1.0,youngplaya_swag,15,0,14,-36000,0,1,1921,103,57,1650,2457,14,17,2,0
1378871144,1.0,hijabhijab,10,0,11,3600,1,1,1474,7,16718,0,4959,0,0,0,0
1973515340,1.0,prfes0or,8,1,18,-1,1,1,1296,122,265,1586,1823,20,32,0,0
2714388032,1.0,B_ads1,6,1,20,19800,1,1,1005,1251,178,0,470,0,0,0,0
2293099507,1.0,SXMUrbanView,12,0,19,-14400,1,1,1209,794,15048,193,18666,2,41,0,0
238160951,1.0,investigatormag,15,0,16,3600,1,1,2306,2086,1544,2,3447,0,0,0,0
276591681,1.0,nincat3,7,1,4,-1,0,0,2227,106,32,42,7630,20,79,0,0
2581583929,1.0,ArtHistoryR,11,0,17,-1,0,1,1051,22,156,5,2383,0,0,0,0
3962411603,1.0,wardahussaindar,15,0,5,-1,0,0,571,3283,85,1267,697,20,20,0,0
155790304,1.0,cutiepiediggs,13,0,13,-1,1,1,2519,25031,25824,241,20336,20,33,0,0
202974156,1.0,Kafanews,8,0,4,10800,1,1,2397,1061,1080,1,4268,0,0,0,0
3303432793,1.0,CLNSCeltsPGShow,15,0,20,-1,0,1,646,717,596,124,5422,3,16,0,0
54263355,1.0,Darlene0809,11,4,18,-1,0,1,2863,4544,52,3,34302,0,4,0,0
3250222040,1.0,TarshaGittins,13,0,13,-25200,1,1,688,406,52,0,2901,0,0,0,0
247324832,1.0,JustNetorg,10,0,7,-14400,1,1,2285,320,658,7,2530,0,0,0,0
16198774,1.0,blackberryking,14,0,15,-14400,1,1,3163,33,4660,2,28412,0,0,0,0
194139854,1.0,IndianaRegional,15,0,4,-14400,1,1,2419,481,694,18,2408,1,4,2,0
2884456853,1.0,Joe_Dales,9,0,9,-1,1,1,901,5001,2980,2067,2259,19,24,0,0
1587081356,1.0,TessaCastillaeq,15,0,14,-1,1,1,1396,122,9,12,6826,0,0,0,0
1700033959,1.0,fthnyan,7,0,3,10800,1,1,1352,466,62693,108,135888,0,16,15,0
3891754217,1.0,GarmaHans,9,0,10,-1,0,0,579,0,0,0,543,0,0,0,0
702278455,1.0,MyRadarWX,9,0,15,-1,1,1,1755,572,48074,2425,8021,1,1,0,0
1605070976,1.0,missleovirgo,12,0,12,-1,0,1,1389,92,1724,221,7054,9,21,4,0
712847001,1.0,pzdksd,6,0,6,-1,0,0,1303,23,1,5,39740,0,0,0,0
12052952,1.0,joebires,8,0,8,-14400,0,1,3406,1977,1434,2,10987,0,0,0,0
1578932334,1.0,BlackSheep_UW,13,0,18,-18000,1,1,1399,2574,3919,775,3536,5,9,0,0
355962374,1.0,Retweet_by_Q8,13,1,5,-36000,0,1,2092,29256,27233,184,4740,11,18,4,0
163082317,1.0,_carstereo,10,0,18,-10800,1,1,2499,308,1553,0,3243,0,0,0,0
283113965,1.0,acooknotmad,11,0,11,-14400,1,1,2214,1184,3646,1169,27053,0,0,0,0
2817823998,1.0,LdnVotesArchive,15,0,19,-1,0,1,963,1,29,0,15806,0,0,0,0
2189291576,1.0,alyse_styles1d,14,1,8,-1,0,1,1273,23,51,7477,1194,0,0,0,0
2990025622,1.0,towngreenbrass,14,0,20,3600,0,1,838,578,807,277,975,1,19,4,0
67679771,1.0,SamaEyewear,11,0,12,-25200,1,1,2817,108,21354,18,15314,0,7,0,0
22263651,1.0,SCOREMentors,12,0,13,-14400,1,1,2991,1711,38232,6280,16569,2,25,12,0
104899180,1.0,CityOfAztec,11,0,13,-21600,0,1,2671,297,543,0,14309,0,0,0,0
1851154382,1.0,Theflufster2,12,1,13,-1,0,1,1336,4998,2133,89587,99273,20,59,0,0
51474841,1.0,HPTSML,6,0,6,28800,1,1,2872,886,117,4890,12510,20,20,0,0
848068296,1.0,VegasButterfly7,15,1,15,-25200,1,1,1685,268,75,0,1796,0,0,0,0
2864106887,1.0,CoffeeYouWanted,15,0,17,-1,0,1,914,13,44,244,1521,0,0,0,0
3502015274,1.0,thecastlequotes,15,0,15,36000,0,1,607,0,8343,1,476,0,0,0,0
394693980,1.0,sprudra2,8,1,19,-1,0,1,2027,301,186,7,3681,0,0,0,0
304913975,1.0,GetHampshire,12,0,13,7200,0,1,2175,310,5837,23,14844,0,3,0,0
1970703152,1.0,pablodaniel9789,15,4,19,-1,0,1,1297,216,294,1715,1894,20,25,0,0
3257929151,1.0,Ncaffee6,8,1,13,-1,0,1,724,516,375,332,382,1,1,0,0
1971555709,1.0,asqw575asd578ad,15,6,12,-1,1,1,1297,109,279,1522,1759,20,26,0,0
85164850,1.0,bakeat350tweets,15,3,15,-18000,1,1,2752,2129,17468,219,33473,0,17,10,0
3415512285,1.0,Luffy098098,11,6,15,-1,0,0,636,0,0,0,383,0,0,0,0
2436275671,1.0,ganmadebbie1,12,1,11,-25200,1,1,1124,684,146,74,11708,3,10,0,0
1707310794,1.0,FM374,5,3,4,-10800,0,1,1349,68,42,1300,1928,16,28,3,0
3967868833,1.0,hulkon777,9,3,6,-1,0,0,565,0,1,0,643,0,0,0,0
1633515085,1.0,Austinucheke,12,0,9,-1,0,1,1378,62,67,27,6102,20,28,0,0
3287027977,1.0,tailuhhh,8,0,6,-1,0,0,656,0,0,0,1069,0,0,0,0
445736842,1.0,theMAKLab,9,0,6,3600,1,1,1962,1743,7671,1580,5543,14,38,4,0
4274498962,1.0,LhjgF4R3NWKuPMu,15,2,5,-1,0,1,530,132,70,2875,10945,20,20,0,0
2173761470,1.0,maxemus_mktg,12,0,14,-1,1,1,1281,286,299,4907,1177,0,2,0,0
452462357,1.0,krlik_ildik,11,0,13,-1,0,1,1953,4,7,3,2228,0,0,0,0
194185569,1.0,janelledalex,12,0,12,-21600,1,1,2419,10214,10378,293,39294,0,3,0,0
